OBJECTID_1,OBJECTID,Cod_Favela,Nome,Situacao,Cod_Comple,Complexo,Data_cadas,Cod_bairro,Bairro,Cod_RA,RA,Cod_RP,RP,Cod_AP,Pop_SABREN,Dom_SABREN,Fonte,UPP,COD_BAIRRO_,"SMH""RIO\02479574""Lim_Favelas__Area",ShapeSTArea,ShapeSTLength
278,278,796,Caminho do Abreu,1,2142,Caminho do Abreu,2003/01/07 00:00:00+00,152,Barra de Guaratiba,26,Guaratiba,5.4,Guaratiba,5,504,143,IBGE - Censo Demográfico 2010,N,152,60402.1472015,60402.148569175,3747.10548359407
279,279,795,Bosque Mont Serrat,2,0,Isolada,2002/12/19 00:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,1689,495,IBGE - Censo Demográfico 2010,N,130,42225.1640521,42225.16405195,1351.98219715074
280,280,794,"Avenida dos Eucaliptos, 28",2,0,Isolada,2002/12/20 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,119,37,IPP com base em IBGE - Censo Demográfico 2010,N,132,3035.98047623,3035.98047626,253.906092205902
281,281,792,Morro do PEC,2,0,Isolada,2003/02/20 00:00:00+00,13,Paquetá,21,Ilha de Paquetá,1.1,Centro,1,391,133,IBGE - Censo Demográfico 2010,N,013,10083.5878151,10083.587815155,549.943694116457
282,282,791,Caminho dos Nunes,1,2123,Beco do Genipapo,2003/02/12 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,281,86,IBGE - Censo Demográfico 2010,N,144,14352.251646,14352.251429645,893.563783025996
283,283,790,Beco do Genipapo,1,2123,Beco do Genipapo,2003/02/12 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,397,123,IBGE - Censo Demográfico 2010,N,144,12968.914221,12968.914220795,582.63161813506
284,284,789,"Rua Marquês de Muritiba, nº 609",1,2063,Conjunto Residencial dos Servidores,2003/02/10 00:00:00+00,96,Cocotá,20,Ilha do Governador,3.7,Ilha do Governador,3,157,53,IPP com base em IBGE - Censo Demográfico 2010,N,096,3354.74475599,3354.744756025,232.245732192259
285,285,788,"Rua Jerônimo Ornelas, nº 490",1,2061,Bairro Nossa Senhora das Graças,2003/02/10 00:00:00+00,93,Cacuia,20,Ilha do Governador,3.7,Ilha do Governador,3,70,22,IPP com base em IBGE - Censo Demográfico 2010,N,093,1791.79592344,1791.79592342,195.864930057881
286,286,787,Rua Projetada A - Rio Comprido,1,2007,Vila Anchieta,2003/01/10 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,521,190,IPP com base em IBGE - Censo Demográfico 2010,Prazeres / Escondidinho,007,8932.88842765,8932.88842419,498.046444407162
287,287,786,Coroado (AMAPOLO),2,0,Isolada,2003/01/10 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,930,291,IBGE - Censo Demográfico 2010,Cerro Corá,014,17086.9779475,17086.978484855,676.537229922932
288,288,784,Mandela de Pedra,1,2026,Manguinhos,2003/02/04 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,4196,1162,IPP com base em IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,039,33609.3623692,33609.36001728,2744.10825008714
289,289,783,Pata Choca,2,0,Isolada,2003/02/04 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,1536,538,IBGE - Censo Demográfico 2010,Maré,157,41569.2908749,41569.290874975,1991.03797446419
290,290,782,"Vila da Rua Viúva Cláudio, nº 211",1,2083,Jacarezinho,2003/01/23 00:00:00+00,51,Jacaré,13,Méier,3.2,Méier,3,622,185,IPP com base em IBGE - Censo Demográfico 2010,Jacarezinho,051,2437.4461158,2437.446022135,244.60888465005
291,291,781,Malvinas,2,0,Isolada,2003/01/23 00:00:00+00,65,Cachambi,13,Méier,3.2,Méier,3,186,43,IBGE - Censo Demográfico 2010,N,065,5230.14356436,5230.143564215,326.034227558708
292,292,780,Parque Everest,1,2036,Parque Everest,2003/01/22 00:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,1321,313,IBGE - Censo Demográfico 2010,N,054,11037.7774702,11037.785509025,1732.54450216587
293,293,779,Vila Dom Fábio,2,0,Isolada,2003/01/22 00:00:00+00,50,Higienópolis,12,Inhaúma,3.4,Inhaúma,3,274,83,IPP com base em IBGE - Censo Demográfico 2010,N,050,3776.45217875,3776.45217885,309.16727618582
294,294,778,Rua Lagoa Redonda,1,2039,Rua Lagoa Redonda,2003/01/22 00:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,721,228,IBGE - Censo Demográfico 2010,N,054,12733.5265407,12733.52654048,896.7853244974
295,295,777,Lagoa da Barra,2,0,Isolada,2002/12/11 00:00:00+00,128,Barra da Tijuca,24,Barra da Tijuca,4.2,Barra da Tijuca,4,67,21,IPP com base em IBGE - Censo Demográfico 2010,N,128,1746.86624346,1746.866243435,174.621424388784
296,296,776,Ilha da Gigóia - Lote 500,2,0,Isolada,2002/12/11 00:00:00+00,128,Barra da Tijuca,24,Barra da Tijuca,4.2,Barra da Tijuca,4,97,38,IPP com base em IBGE - Censo Demográfico 2010,N,128,880.605137,880.605137,124.419389259061
297,297,775,Açude da Solidão,2,0,Isolada,2002/12/13 00:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,60,20,IPP com base em IBGE - Censo Demográfico 2010,N,034,3314.86731929,3314.86731931,262.28286882979
298,298,774,Vale Encantado,2,0,Isolada,2002/12/13 00:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,45,12,IPP com base em IBGE - Censo Demográfico 2010,N,034,6403.93661661,6403.936697755,395.857472696318
299,299,773,Sítio da Biquinha,2,0,Isolada,2002/12/13 00:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,240,68,IBGE - Censo Demográfico 2010,N,034,23237.1422255,23237.142225155,1118.17639031928
300,300,772,Morro do Pau Ferro,1,2045,Morro do Pau Ferro,2003/01/21 00:00:00+00,68,Encantado,13,Méier,3.2,Méier,3,165,46,IPP com base em IBGE - Censo Demográfico 2010,N,068,10136.694519,10136.69451923,799.041239963009
301,301,771,Vila da Amizade,2,0,Isolada,2003/01/21 00:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,116,37,IPP com base em IBGE - Censo Demográfico 2010,N,069,8192.19039154,8192.190391495,423.168038179404
302,302,770,Outeiro (RA - Méier),2,0,Isolada,2003/01/17 00:00:00+00,66,Engenho de Dentro,13,Méier,3.2,Méier,3,573,171,IPP com base em IBGE - Censo Demográfico 2010,Camarista Méier,066,19287.921265,19287.926399445,1144.49741320082
303,303,769,Rua Agostinho Gama,2,0,Isolada,2002/12/17 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,321,115,IBGE - Censo Demográfico 2010,N,120,6741.15729599,6741.15650914,374.45953529197
304,304,768,Pantanal I (RA - Jacarepaguá),1,2096,Inácio do Amaral,2002/12/17 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,206,52,IBGE - Censo Demográfico 2010,Cidade de Deus,120,6776.088182,6776.08784898,913.256380929742
305,305,767,Praça da Bíblia,1,2096,Inácio do Amaral,2002/12/17 00:00:00+00,118,Cidade de Deus,34,Cidade de Deus,4.1,Jacarepaguá,4,535,176,IPP com base em IBGE - Censo Demográfico 2010,Cidade de Deus,118,10244.1851057,10244.185105625,1141.65452857198
306,306,766,Rua Daniel,1,2096,Inácio do Amaral,2002/12/17 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,100,29,IPP com base em IBGE - Censo Demográfico 2010,Cidade de Deus,120,9242.66755654,9242.66755656,705.943384801481
307,307,765,Fazendinha de Água Santa,2,0,Isolada,2003/02/19 00:00:00+00,67,Água Santa,13,Méier,3.2,Méier,3,1269,317,IBGE - Censo Demográfico 2010,N,067,46580.7644106,46580.761147565,2370.06642312832
308,308,764,Engenho da Serra,2,0,Isolada,2003/02/19 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,162,51,IBGE - Censo Demográfico 2010,N,115,35580.4553568,35580.454446595,2467.01302119883
309,309,763,"Rua Monsenhor Marques, nº 277",2,0,Isolada,2003/01/16 00:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,28,10,IPP com base em IBGE - Censo Demográfico 2010,N,121,2023.37903739,2023.379037375,174.324514571395
310,310,762,Vacaria,2,0,Isolada,2003/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,40,13,IPP com base em IBGE - Censo Demográfico 2010,N,122,1742.75865811,1742.7586581,166.647527262913
311,311,761,Avenida Guia Lopes,2,0,Isolada,2003/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,110,35,IPP com base em IBGE - Censo Demográfico 2010,N,122,4472.50710433,4472.50710424,511.530237257035
312,312,760,Rua Sargento Paulo Moreira,2,0,Isolada,2003/01/15 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,568,165,IBGE - Censo Demográfico 2010,N,120,22833.5873179,22833.58731803,775.694304013512
313,313,721,Do Horto,2,0,Isolada,2004/01/01 00:00:00+00,28,Jardim Botânico,6,Lagoa,2.1,Zona Sul,2,970,286,IBGE - Censo Demográfico 2010,N,028,62737.0577768,62737.05898068,3134.1334670008
314,314,644,Bela Vista do Mato Alto,1,2095,Fazenda Mato Alto,2002/03/25 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,1927,540,IBGE - Censo Demográfico 2010,N,124,75178.1854338,75178.185433815,2341.55613593956
315,315,624,Vila Elza,1,2007,Vila Anchieta,1995/06/14 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,317,93,IBGE - Censo Demográfico 2010,Prazeres / Escondidinho,014,13824.0782687,13824.078268675,774.067970458337
316,316,595,Ladeira da Reunião,1,2095,Fazenda Mato Alto,1995/04/05 00:00:00+00,123,Tanque,16,Jacarepaguá,4.1,Jacarepaguá,4,1176,339,IBGE - Censo Demográfico 2010,N,123,66915.12771,66915.12173269,2657.18639841882
317,317,594,Morro da Boa Esperança,1,2058,Vila Campinho,1995/05/09 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,561,161,IBGE - Censo Demográfico 2010,N,124,23591.2405868,23591.23785758,921.15056049236
318,318,589,Morro da Reunião,1,2095,Fazenda Mato Alto,1995/04/05 00:00:00+00,123,Tanque,16,Jacarepaguá,4.1,Jacarepaguá,4,119,40,IBGE - Censo Demográfico 2010,N,123,16612.9614365,16612.962241795,940.638034800204
319,319,579,A.M. e Amigos do Vale,1,2013,Unidos de Santa Tereza,1995/06/14 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,161,45,IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,014,17868.0563515,17868.056351545,812.813095942715
320,320,578,Pantanal (RA - Rio Comprido),1,2006,Turano,1995/06/06 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,612,173,IBGE - Censo Demográfico 2010,Turano,007,25451.9633528,25451.964161765,1328.36170845759
321,321,562,Engenheiro Alfredo Gonçalves,1,2042,Engenheiro Alfredo Gonçalves,1992/01/15 00:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,908,279,IBGE - Censo Demográfico 2010,N,069,57404.520326,57404.52032578,1548.7478316003
322,322,560,Estrada do Sertão,2,0,Isolada,1992/01/14 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,1127,356,IBGE - Censo Demográfico 2010,N,115,91684.2986812,91684.2940816,3053.25914345238
323,323,558,Comunidade dos Marianos,1,2042,Engenheiro Alfredo Gonçalves,1992/01/25 00:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,740,245,IBGE - Censo Demográfico 2010,N,069,24697.7968423,24697.796842235,795.686286868529
324,324,537,Morro da Cotia,1,2044,Lins,1993/04/28 00:00:00+00,62,Lins de Vasconscelos,13,Méier,3.2,Méier,3,934,291,IBGE - Censo Demográfico 2010,Lins,062,46423.7796229,46423.779232395,1296.59404151373
325,325,534,Rodo,1,2006,Turano,1991/10/17 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,901,277,IBGE - Censo Demográfico 2010,Turano,007,20732.5513619,20732.550830915,860.55096191985
326,326,759,Vila Arco Íris,1,2092,Colônia Juliano Moreira,2003/02/18 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,1919,588,IBGE - Censo Demográfico 2010,N,115,152162.970335,152162.969510535,2823.67558800691
327,327,758,Rua Samaúna,2,0,Isolada,2003/01/07 00:00:00+00,152,Barra de Guaratiba,26,Guaratiba,5.4,Guaratiba,5,127,43,IPP com base em IBGE - Censo Demográfico 2010,N,152,27254.4589846,27254.458984595,1604.5847791026
328,328,756,Hélio Oiticica,2,0,Isolada,2002/12/19 00:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,180,55,IBGE - Censo Demográfico 2010,N,130,8654.74515792,8654.74732822,427.136713532131
329,329,755,Comunidade Bandeirantes,2,0,Isolada,2003/02/18 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,260,73,IBGE - Censo Demográfico 2010,N,131,18443.9958307,18443.99616985,575.093600932265
330,330,753,Negrão de Lima,1,2053,Grota,2003/01/24 00:00:00+00,83,Madureira,15,Madureira,3.3,Madureira,3,67,24,IBGE - Censo Demográfico 2010,N,083,2841.35941428,2841.359414315,305.923874772522
331,331,752,Beco da Amizade,2,0,Isolada,2003/01/24 00:00:00+00,82,Cascadura,15,Madureira,3.3,Madureira,3,205,63,IBGE - Censo Demográfico 2010,N,082,3151.28733547,3151.28733546,231.760535599631
332,332,751,Travessa Antônio Avelino,1,2055,Parque Vila Nova,2003/01/31 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,111,36,IPP com base em IBGE - Censo Demográfico 2010,N,088,1400.84982988,1400.849829925,294.070253816616
333,333,750,Rua José Felix de Mariz,2,0,Isolada,2003/02/03 00:00:00+00,78,Campinho,15,Madureira,3.3,Madureira,3,667,209,IBGE - Censo Demográfico 2010,N,078,28988.4113498,28988.411349585,935.262050307726
334,334,749,Caminho do Rio Pequeno,2,0,Isolada,2003/01/08 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,370,101,IBGE - Censo Demográfico 2010,N,115,26133.0597166,26133.057042985,1887.24611041515
335,335,748,Força do Povo,1,2071,Parque Criança Esperança,2003/02/18 00:00:00+00,109,Ricardo de Albuquerque,22,Anchieta,3.6,Pavuna,3,187,61,IBGE - Censo Demográfico 2010,N,109,16795.2688861,16795.27252591,1012.02822194717
336,336,746,"Rua Embaú, nº 349",1,2079,Parque Unidos,2003/02/06 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,90,30,IPP com base em IBGE - Censo Demográfico 2010,N,114,2046.36558322,2046.365583045,278.781804351182
337,337,744,Nova Olinda,2,0,Isolada,2003/02/06 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,298,93,IBGE - Censo Demográfico 2010,N,114,27508.7301583,27508.72520871,2382.34694289622
338,338,743,Praça Cândida Vargas,2,0,Isolada,2003/01/31 00:00:00+00,87,Honório Gurgel,15,Madureira,3.3,Madureira,3,428,135,IBGE - Censo Demográfico 2010,N,087,7801.82857347,7801.828573445,512.017413821615
339,339,742,Cantinho do Rio,1,2033,Dourados,2003/01/28 00:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,139,43,IBGE - Censo Demográfico 2010,N,046,2257.82089752,2257.82089745,197.426522984431
340,340,741,"Rua Castro Menezes, nº 928",1,2030,Morro da Guaíba,2003/01/28 00:00:00+00,45,Brás de Pina,11,Penha,3.5,Penha,3,25,8,IPP com base em IBGE - Censo Demográfico 2010,N,045,1380.4507984,1380.450798365,156.488541103767
341,341,740,Morrinho,2,0,Isolada,2003/02/05 00:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,143,47,IPP com base em IBGE - Censo Demográfico 2010,N,044,6284.90257123,6284.9025712,327.506391978183
342,342,739,Visconde de Sabóia,2,0,Isolada,2003/01/27 00:00:00+00,80,Cavalcanti,15,Madureira,3.3,Madureira,3,794,238,IBGE - Censo Demográfico 2010,N,080,42682.9705559,42682.970626995,1233.2218952551
343,343,738,Rua Brício de Moraes,1,2048,Morro do Juramento,2003/01/27 00:00:00+00,56,Tomás Coelho,12,Inhaúma,3.4,Inhaúma,3,474,127,IPP com base em IBGE - Censo Demográfico 2010,N,056,14733.2091501,14733.20915,1055.12482407865
344,344,737,Vitória da Conquista,2,0,Isolada,2003/02/03 00:00:00+00,90,Marechal Hermes,15,Madureira,3.3,Madureira,3,364,100,IBGE - Censo Demográfico 2010,N,090,16706.8855907,16706.88559065,640.319713802666
345,345,736,Beco do Rato,2,0,Isolada,2003/02/17 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,902,270,IPP com base em IBGE - Censo Demográfico 2010,N,151,107417.552809,107417.55140065,3367.44705836255
346,346,735,Largo do Corrêa 1,1,2144,Largo do Corrêa 1,2003/02/17 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,1591,495,IBGE - Censo Demográfico 2010,N,151,130762.193627,130762.19586692,2313.9218181299
347,347,734,Largo do Corrêa,1,2140,Areal,2003/02/17 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,870,265,IBGE - Censo Demográfico 2010,N,151,68496.9832393,68496.983626145,2541.83986766157
348,348,733,Novo Jardim Maravilha,2,0,Isolada,2003/02/17 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,1650,451,IPP com base em IBGE - Censo Demográfico 2010,N,151,124520.209306,124520.209306365,1659.43718191025
349,349,732,Beco sem Nome,2,0,Isolada,2003/02/17 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,211,69,IBGE - Censo Demográfico 2010,N,144,16037.2782895,16037.27828961,547.255911897702
350,350,731,Bairro Fernão Magalhães,2,0,Isolada,2003/02/17 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,384,118,IBGE - Censo Demográfico 2010,N,144,26457.1893764,26457.18937648,761.748260499358
351,351,730,Caminho do Morro,2,0,Isolada,2003/02/14 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,125,38,IPP com base em IBGE - Censo Demográfico 2010,N,144,21447.1173137,21447.118482215,1240.48068438817
352,352,729,Vilar Carioca,2,0,Isolada,2003/02/14 00:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,993,297,IBGE - Censo Demográfico 2010,N,146,45996.7894485,45996.788724205,1039.80576831654
353,353,728,Parque Proletário Vila Esperança,2,0,Isolada,2003/02/14 00:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,774,206,IBGE - Censo Demográfico 2010,N,146,30167.4737492,30167.4737491,926.454719553801
354,354,727,Nova Conquista (RA - Campo Grande),1,2130,Vila do Céu,2003/02/14 00:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,1413,395,IBGE - Censo Demográfico 2010,N,147,83408.4526958,83408.452696225,1496.05274740302
355,355,726,29 de Março,1,2133,Vila Vitória (RA-Campo Grande),2003/02/14 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,1278,382,IBGE - Censo Demográfico 2010,N,148,80429.7133985,80429.713414965,2377.6527002748
356,356,725,Cabuís (RA - Campo Grande),2,0,Isolada,2003/02/12 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,285,79,IBGE - Censo Demográfico 2010,N,144,20485.2694163,20485.269416345,932.15275963973
357,357,724,Prolongamento Senhora,2,0,Isolada,2003/02/12 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,371,121,IBGE - Censo Demográfico 2010,N,144,43511.568247,43511.569112715,1469.59814407905
358,358,723,Caminho do Borges,1,2120,Tibagi,2003/02/11 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,1254,383,IPP com base em IBGE - Censo Demográfico 2010,N,141,51553.9229504,51553.92122421,2596.83930129302
359,359,722,"Av. Santa Cruz, nº 3.556",2,0,Isolada,2003/02/11 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,144,42,IPP com base em IBGE - Censo Demográfico 2010,N,141,4516.96137194,4516.96137187,272.130210726445
360,360,720,Parque das Nogueiras,1,2114,Vila João Lopes,2002/04/24 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,661,207,IPP com base em IBGE - Censo Demográfico 2010,N,139,31167.1860337,31167.186033855,1672.03932717907
361,361,719,Vasconcelos,1,2127,Marcondes da Luz,2002/04/25 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,518,154,IPP com base em IBGE - Censo Demográfico 2010,N,145,20714.8872079,20714.889458495,710.082232995709
362,362,718,Rua Hélio Correa,2,0,Isolada,2002/05/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,35,13,IPP com base em IBGE - Censo Demográfico 2010,N,150,8255.86648822,8255.86648825,631.88767627658
363,363,717,Estrada do Gandu,2,0,Isolada,2002/04/26 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,26,8,IPP com base em IBGE - Censo Demográfico 2010,N,144,11677.8080951,11677.808094955,805.685115967099
364,364,716,Caminho da União,2,0,Isolada,2002/03/10 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,95,29,IPP com base em IBGE - Censo Demográfico 2010,N,151,5048.64258346,5048.64258344,312.263872499341
365,365,715,Fazenda Cassiana,2,0,Isolada,2002/04/29 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,2754,782,IBGE - Censo Demográfico 2010,N,148,195827.182611,195827.182611345,2609.83151969513
366,366,714,Pantanal (RA - Santa Cruz),1,2137,Pantanal (RA - Santa Cruz),2002/05/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1105,326,IBGE - Censo Demográfico 2010,N,149,62008.046085,62008.04608527,1266.17530725426
367,367,713,Vila Verde (RA - Santa Cruz),1,2137,Pantanal (RA - Santa Cruz),2002/05/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,397,106,IBGE - Censo Demográfico 2010,N,149,79652.3561514,79652.35067437,2544.80805828837
368,368,712,Vale dos Eucaliptos,2,0,Isolada,2002/04/25 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,483,126,IBGE - Censo Demográfico 2010,N,145,47911.0926316,47911.089913505,1299.23465645699
369,369,711,Jardim Nossa Senhora das Graças,1,2126,Jardim Nossa Senhora das Graças,2002/04/26 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,1163,310,IBGE - Censo Demográfico 2010,N,144,154308.032864,154308.030086605,6380.51256221809
370,370,710,Saquaçu,1,2138,Saquaçu,2002/05/23 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,2704,769,IBGE - Censo Demográfico 2010,N,148,268906.153011,268906.153010485,3401.91500952827
371,371,709,Beco do Carcará,2,0,Isolada,2002/05/23 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,237,64,IBGE - Censo Demográfico 2010,N,148,24259.0652489,24259.065248995,1166.70456453429
372,372,708,Ziza,2,0,Isolada,2002/06/08 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,193,52,IBGE - Censo Demográfico 2010,N,151,14089.0622478,14089.062091125,918.935653055349
373,373,707,Santa Clara,1,2143,Estrada do Magarça,2002/05/08 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,760,220,IBGE - Censo Demográfico 2010,N,151,70861.7885652,70861.78837063,1741.21980482928
374,374,706,Bairro de São Pedro,1,2141,Bairro de São Pedro,2002/05/07 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,992,318,IPP com base em IBGE - Censo Demográfico 2010,N,151,47578.8803849,47578.880384765,1162.31306240382
375,375,705,Rua Vale Verde,1,2141,Bairro de São Pedro,2002/05/08 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,294,86,IBGE - Censo Demográfico 2010,N,151,8378.80945989,8378.80945986,424.557597921856
376,376,704,Travessa Magarça,1,2141,Bairro de São Pedro,2002/05/08 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,257,70,IBGE - Censo Demográfico 2010,N,151,7882.55953864,7882.55953862,424.697730206479
377,377,703,Rua Bernardo de Vasconcelos e Adjacências,2,0,Isolada,2002/04/17 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,411,138,IBGE - Censo Demográfico 2010,N,139,10853.9034233,10853.903423365,937.565204935019
378,378,702,Vila Abrolhos,2,0,Isolada,2002/04/17 00:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,261,74,IBGE - Censo Demográfico 2010,N,140,6995.52563922,6995.52563934,382.686909646571
379,379,701,Jardim Luana,2,0,Isolada,2002/05/10 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,829,238,IBGE - Censo Demográfico 2010,N,151,53407.3789625,53407.37756442,2039.95181051749
380,380,700,"Av. das Américas, Km 37",2,0,Isolada,2002/05/10 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,1180,368,IPP com base em IBGE - Censo Demográfico 2010,N,151,92919.6532402,92919.654178255,5916.10404143857
381,381,614,Centro Social União de Costa Barros,1,2075,Bairro da Pedreira,1995/04/20 00:00:00+00,113,Costa Barros,25,Pavuna,3.6,Pavuna,3,1570,450,IBGE - Censo Demográfico 2010,N,113,38056.0240222,38056.02402234,1277.60949450674
382,382,699,1º de Abril,1,2136,Nova Jersei,2002/05/20 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,1394,404,IBGE - Censo Demográfico 2010,N,142,120409.738872,120409.740448645,2969.88244571309
383,383,698,Colorado,1,2136,Nova Jersei,2002/05/20 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,529,151,IBGE - Censo Demográfico 2010,N,148,49296.0640047,49296.06400475,1994.77812787407
384,384,697,Nova Jersei,1,2136,Nova Jersei,2002/05/20 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,4440,1244,IPP com base em IBGE - Censo Demográfico 2010,N,148,291979.469681,291979.469681245,2764.033710201
385,385,696,Nova Brasília - Três Pontes (RA - Santa Cruz),1,2139,Três Pontes,2002/05/20 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,314,89,IBGE - Censo Demográfico 2010,N,149,113835.212706,113835.21161726,3025.64928241084
386,386,695,São Gomário,1,2139,Três Pontes,2002/05/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,172,64,IBGE - Censo Demográfico 2010,N,149,16502.8871977,16502.88719759,884.469596377629
387,387,694,Rua 66 (Cesarão),1,2134,Bairro Canaã,2002/05/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,751,204,IBGE - Censo Demográfico 2010,N,149,54718.6951771,54718.69356399,3745.92063215397
